H01-1001.1,Oral communication
I08-1043.18,Korean and English language pairs
I08-1043.19,paraphrasing method 
I08-1043.20,paraphrases
I08-1043.21, precision
I08-1043.22,Korean
I08-1043.23,English
I08-1043.24,translation knowledge
I08-1043.25,bilingual corpora
I08-1043.26,paraphrases 
I08-1043.27,compression ratio
W04-1307.1,computational model
W04-1307.2,word segmentation 
W04-1307.3,realistic acquisition
W04-1307.4,statistical learning mechanisms 
W04-1307.5,cognitive psychology 
W04-1307.6,linguistics
W04-2204.1,transfer dictionary
W04-2204.2,Dictionary construction
W04-2204.3,machine translation system
W04-2204.4,dictionary
W04-2204.5,linguistic resources
W04-2204.6,algorithm
W04-2204.7,language pairs
W04-2204.8,Korean-to-Japanese dictionary 
W04-2204.9,English
W04-2204.10,pivot
W04-2204.11,automatic construction
W04-2204.12,directionality
W04-2204.13,dictionaries
W04-2204.14,"one-time look up" method
W04-2204.15,Korean-to-English and a Japanese-to-English dictionary
W04-2204.16,"overlapping constraint"
W04-2204.17, Korean-to-English dictionary 
W04-2204.18,English-to-Japanese dictionary
W04-2204.19,dictionary
W04-2204.20,English-to-Korean dictionary 
W04-2204.21,English-to-Japanese dictionary
W04-2703.1,large scale discourse-level annotation
W04-2703.2,Penn Discourse TreeBank (PDTB)
W04-2703.3,discourse structure
W04-2703.4,discourse connectives 
W04-2703.5,arguments
W04-2703.6,PDTB
W04-2703.7,Penn TreeBank
W04-2703.8,Propbank
W04-2703.9, syntactic and semantic features 
W04-2703.10, practical algorithms
W04-2703.11, inter-annotator agreement 
W04-2703.12,level of agreement
W04-2703.13,inter-annotator variation
W05-1308.1,fully automated extraction system
W05-1308.2,IntEx
W05-1308.3,gene and protein interactions 
W05-1308.4,biomedical text
W05-1308.5,complex sentences 
W05-1308.6,simple clausal structures
W05-1308.7, syntactic roles
W05-1308.8,biological entities
W05-1308.9,biomedical and linguistic ontologies
W05-1308.10,complete interactions 
W05-1308.11,syntactic roles
W05-1308.12,extraction system
W05-1308.13,complex sentences 
W05-1308.14,multiple and nested interactions
W05-1308.15,sentence
W05-1308.16,extraction systems 
W05-1308.17,IntEx system
W05-1308.18,performance 
W05-1308.19,pattern engineering requirement
W06-1605.1,distance
W06-1605.2,concepts 
W06-1605.3,distributional measures of word co-occurrences
W06-1605.4,categories 
W06-1605.5,thesaurus
W06-1605.6,coarse-grained concepts
W06-1605.7,distance values
W06-1605.8,concept-concept matrix 
W06-1605.9,concept-distance measures 
W06-1605.10,traditional distributional word-distance measures
W06-1605.11,word pairs
W06-1605.12, semantic distance
W06-1605.13,real-word spelling errors
W06-1605.14,WordNet-based measures
W06-1605.15,distributional concept-distance measures
W07-0208.1,labeled directed graph
W07-0208.2,linguistic structures
W07-0208.3,NLP tasks
W07-0208.4,graph transformations
W07-0208.5,transformations
W07-0208.6,annotated corpus 
W07-0208.7,identification of non-local depenencies 
W07-0208.8,Penn Treebank data
W07-0208.9,semantic role labeling 
W07-0208.10,Proposition Bank data
P08-1105.1,Topical blog post retrieval
P08-1105.2,blog posts
P08-1105.3,relevance 
P08-1105.4,topic
P08-1105.5,topical blog post retrieval 
P08-1105.6,textual credibility indicators
P08-1105.7,retrieval process
P08-1105.8, indicators
P08-1105.9,blog posts 
P08-1105.10, blogs
P08-1105.11,indicators
P08-1105.12,retrieval approach
P08-1105.13,language models
P08-1105.14,TREC Blog track test set 
P08-1105.15,credibility indicators
P08-1105.16,retrieval effectiveness
P08-2034.1,Lyric-based song sentiment classification
P08-2034.2,sentiment labels
P08-2034.3,vector space model (VSM)-based text classification approach 
P08-2034.4,words
P08-2034.5,song lyrics 
P08-2034.6,sentiment
P08-2034.7, Nouns 
P08-2034.8,verbs
P08-2034.9,sentiment
P08-2034.10,Negations
P08-2034.11,modifiers
P08-2034.12,sentiment keywords
P08-2034.13,sentiment
P08-2034.14,Song lyric
P08-2034.15,sentiment vector space model (s-VSM)
P08-2034.16,song lyric document
P08-2034.17,s-VSM model
P08-2034.18,VSM model 
P08-2034.19,lyric-based song sentiment classification task
C08-1118.1,source language 
C08-1118.2,EUROPARL corpus
C08-1118.3,frequency counts 
C08-1118.4,word n-grams
C08-1118.5,accuracy 
C08-1118.6,classification method
C08-1118.7,positive markers
C08-1128.1,Words
C08-1128.2,Chinese text
C08-1128.3, delimiters
C08-1128.4,standard machine translation (MT) systems
C08-1128.5,MT
C08-1128.6,Chinese word segmenter 
C08-1128.7,manually annotated data
C08-1128.8,lexicon
C08-1128.9,word segmentation
C08-1128.10,translation
C08-1128.11,Bayesian semi-supervised Chinese word segmentation model 
C08-1128.12,monolingual and bilingual information
C08-1128.13,segmentation 
C08-1128.14,MT
C08-1128.15,state-of-the-art MT system 
C08-1128.16,large data environment
C08-2010.1,Language resource quality
C08-2010.2,NLP
C08-2010.3,NLP
C08-2010.4,MT 
C08-2010.5,reference translations
C08-2010.6,automatic evaluations 
C08-2010.7,high-quality data
C08-2010.8,automatic and human translations
C08-2010.9, different-quality references 
C08-2010.10,evaluation
C08-2010.11,automatic metrics 
C08-2010.12,MT
C08-3010.1,search tool
C08-3010.2,ngrams
C08-3010.3,queries
C08-3010.4,wildcards
C08-3010.5,fillers
C08-3010.6, wildcards
C08-3010.7, memory 
C08-3010.8,disk space
C08-3010.9,linguistic knowledge discovery
C08-3010.10,NLP tasks
W03-2907.1,unsupervised learning
W03-2907.2,parts of speech 
W03-2907.3,morphological and syntactic information
W03-2907.4,model 
W03-2907.5,unsupervised learning 
W03-2907.6,POS tags in English
W03-2907.7, syntactic information
W03-2907.8,languages
W03-2907.9,morphology
W03-2907.10,languages
W03-2907.11,morphology
W03-2907.12,word order
W03-2907.13,computational model 
W03-2907.14,POS learning
W03-2907.15,Bulgarian
W03-2907.16,Slavic language
W03-2907.17,free word order 
W03-2907.18,rich morphology
W08-2122.1,CoNLL 2008 shared task
W08-2122.2,generative history-based latent variable model
W08-2122.3,derivation
W08-2122.4,synchronous dependency parser 
W08-2122.5,syntactic and semantic dependencies
W08-2122.6,model 
W08-2122.7,macro-average F1 performance
W08-2122.8,syntactic dependencies LAS 
W08-2122.9,semantic dependencies F1
W08-2122.10,model 
W08-2122.11,macro-average F1
W08-2122.12,syntactic dependencies LAS
W08-2122.13, semantic dependencies F1
P03-1034.1,Pipelined Natural Language Generation (NLG) systems
P03-1034.2,architectural modules
P03-1034.3,language functionalities
P03-1034.4,referring expressions
P03-1034.5,lexical choice
P03-1034.6, revision
P03-1034.7,modules 
P03-1034.8,architecture
P03-1034.9,multi-paragraph text
P03-1034.10,discourse markers
P03-1034.11,discourse marker insertion algorithm 
P03-1034.12,pipelined NLG architecture
P03-1034.13,revision component
P03-1034.14,multi-page system
P06-1088.1,accuracy
P06-1088.2,newspaper text
P06-1088.3,part of speech (pos) tagging
P06-1088.4,parser
P06-1088.5,pos tag ambiguity 
P06-1088.6,grammar formalisms
P06-1088.7,fine-grained grammatical categories
P06-1088.8,tag 
P06-1088.9,ccg
P06-1088.10,tagging accuracy
P06-1088.11,formalisms
P06-1088.12, ambiguity resolution 
P06-1088.13,parsing
P06-1088.14, multi-tagging approach 
P06-1088.15,lexical category ambiguity
P06-1088.16,ccg parsing
P06-1088.17,multi-tagging approach 
P06-1088.18,pos level
P06-1088.19,pos tags
P06-1088.20,pos tagging accuracy 
P06-1088.21,pos tag ambiguity
P06-1088.22,language processing pipeline 
P06-1088.23,ccg supertagging
P06-3008.1,rhetorical structure
P06-3008.2,punctuation
P06-3008.3,discourse processing
P06-3008.4, corpus annotation project
P06-3008.5,discursive usage
P06-3008.6,Chinese punctuation marks
P06-3008.7,news commentary texts
P06-3008.8,Colon
P06-3008.9,Dash
P06-3008.10,Ellipsis
P06-3008.11,Exclamation Mark
P06-3008.12,Question Mark
P06-3008.13,Semicolon
P06-3008.14,rhetorical patterns 
P06-3008.15,patterns
P06-3008.16,cue phrases 
P06-3008.17,Chinese punctuation marks
P06-3008.18,cue phrases
P06-3008.19,Chinese texts
C90-3007.1,feature-based partial descriptions
C90-3007.2,Halliday's systemic networks
C90-3007.3,consistency checking
C90-3007.4,algorithms
C90-3007.5,intractability
C94-1091.1,classifier word 
C94-1091.2,noun
C94-1091.3,Thai language
C94-1091.4,classifier
C94-1091.5,concrete noun
C94-1091.6,speech community 
C94-1091.7,individual speakers
C94-1091.8,classifier selection
C94-1091.9,rule-based approach 
C94-1091.10,default rule
C94-1091.11,classifier 
C94-1091.12,noun
C94-1091.13,classifier 
C94-1091.14,noun
C94-1091.15,type of unit classifier 
C94-1091.16,corpus-based method 
C94-1091.17,Noun Classifier Associations (NCA) 
C94-1091.18,classifier assignment
C94-1091.19,semantic construction of noun phrase
C94-1091.20,NCA 
C94-1091.21,corpus
C94-1091.22,concept hierarchy constraints 
C94-1091.23,frequency of occurrences
C02-1120.1,unsupervised learning method
C02-1120.2,associative relationships between verb phrases
C02-1120.3,Q&amp;A systems
C02-1120.4,query
C02-1120.5,Q&amp;A system
C02-1120.6,text
C02-1120.7,description
C02-1120.8,description
C02-1120.9,query
C02-1120.10,large-scale database 
C02-1120.11,associative relationship
C02-1120.12,unsupervised learning method
C02-1120.13,associative relationship
C02-1120.14,scenario consistency
C02-1120.15,expectation-maximization (EM) based word-clustering algorithm
C02-1120.16,Japanese verb phrases
C04-1022.1,Statistical language modeling
C04-1022.2,morphologically rich languages
C04-1022.3,factored language models 
C04-1022.4,models
C04-1022.5,conditioning variables
C04-1022.6,preceding words
C04-1022.7,morphological or syntactic features
C04-1022.8,model parameters 
C04-1022.9,large space of models
C04-1022.10,entirely data-driven model selection procedure
C04-1022.11,genetic search
C04-1022.12,knowledge-based and random selection procedures 
C04-1022.13,language modeling tasks
C04-1022.14, Arabic 
C04-1022.15,Turkish
E85-1004.1,analytical inverses
E85-1004.2,compositional syntax rules 
E85-1004.3,Definite Clause Grammar techniques
E85-1004.4,parser
E85-1004.5,Montague analysis trees
E85-1004.6,parser MDCC
E85-1004.7,augmented Friedman - Warren algorithm 
E85-1004.8,post referencing
E85-1004.9,intenslonal logic translator LILT 
E85-1004.10,derivational history
E85-1004.11,reduced IL formulae
E85-1004.12,Montague's PTQ 
E85-1004.13,basic DCG mechanism
E89-1040.1,machine translation
E89-1040.2,formalism
E89-1040.3,compositionality
E89-1040.4,translation 
E89-1040.5,anaphoric component 
E89-1040.6,Mimo formalism
E89-1040.7,translation 
E89-1040.8,anaphoric relations
E89-1040.9,relations 
E89-1040.10,strict compositionality
E89-1040.11,Mimo
E89-1040.12, translation 
E89-1040.13,anaphoric relations
E89-1040.14,anaphoric component 
E89-1040.15,linguistic phenomena
E89-1040.16,wh-movement
E89-1040.17,passive
E89-1040.18,binding of reflexives and pronouns 
E89-1040.19,wh-movement
C96-1062.1,domain independent model
C96-1062.2, automated interpretation 
C96-1062.3,nominal compounds
C96-1062.4,English
C96-1062.5,model
C96-1062.6,productive rules of interpretation 
C96-1062.7,morpho-syntactic and semantic characteristics 
C96-1062.8,nominal constituents
C96-1062.9,predicative information
C96-1062.10,nominals
C96-1062.11,generalizable semantic principles 
C96-1062.12,domain-specific semantic information
C96-1062.13,interpretation 
C96-1062.14,compounds
C96-1062.15,real texts
C96-1062.16,semantic information
P05-1018.1,local coherence
P05-1018.2,entity-based representation
P05-1018.3, discourse 
P05-1018.4,Centering Theory
P05-1018.5,raw text
P05-1018.6,coherence assessment 
P05-1018.7,ranking learning problem
P05-1018.8,discourse representation 
P05-1018.9,ranking function
P05-1018.10,induced model
P05-1018.11,accuracy
P05-1018.12,state-of-the-art coherence model
P05-1056.1,Sentence boundary detection
P05-1056.2,speech
P05-1056.3,speech recognition 
P05-1056.4,hidden Markov model (HMM) and maximum entropy (Maxent) classifiers 
P05-1056.5,knowledge sources
P05-1056.6,sentence boundaries
P05-1056.7,conditional random field (CRF) 
P05-1056.8,telephone speech
P05-1056.9,broadcast news speech
P05-1056.10,human transcriptions
P05-1056.11,speech recognition 
P05-1056.12,CRF
P05-1056.13,HMM and Max-ent models 
P05-1056.14,NIST sentence boundary detection task
P05-1056.15,speech
P05-1056.16,three-way voting
P05-1056.17, classifiers
P05-1056.18,model
P05-1056.19,knowledge sources
P05-2008.1,Sentiment Classification
P05-2008.2,text
P05-2008.3,subject
P05-2008.4,machine learning techniques 
P05-2008.5,training and test data
P05-2008.6,topic
P05-2008.7,training data 
P05-2008.8,emoticons
P05-2008.9,domain
P05-2008.10,topic
I05-2043.2,natural language processing
I05-2043.3,Japanese natural language processing studies 
I05-2043.4,Japanese NLP 
I05-2043.5,NLP
E99-1034.1,co-occurrence similarities
E99-1034.2,terms 
E99-1034.3,query terms
E99-1034.4,retrieval 
E99-1034.5,useful terms 
E99-1034.6,query terms
E99-1034.7,first-order and second-order co-occurrence 
E99-1034.8,Term similarities
E99-1034.9,query terms
E99-1034.10,weights 
E99-1034.11,query terms
E85-1041.1,model
E85-1041.2,structure of communicative context 
E85-1041.3,dialogue interaction
E85-1041.4,dialogue 
E91-1012.1,LR-parsers
E91-1012.2,correctness proof
E91-1012.3,recursive descent parser
E91-1012.4,non-LR grammars 
E91-1012.5,parser
E91-1012.6,parser
E91-1012.7, memo-functions
E91-1012.8,Memo-functions 
E91-1012.9,parse forest
E91-1012.10,LR(0) grammars
E91-1012.11,recursive ascent parsers
E91-1012.12,Extended CF grammars
E91-1012.13,grammars 
E91-1012.14,regular expressions
E91-1012.15,LR-parser
E91-1012.16,CF grammars
P05-1010.1,generative probabilistic model
P05-1010.2,parse trees
P05-1010.3,PCFG-LA
P05-1010.4,model 
P05-1010.5,PCFG
P05-1010.6,non-terminal symbols 
P05-1010.7,latent variables
P05-1010.8,CFG rules 
P05-1010.9,parsed corpus
P05-1010.10,training 
P05-1010.11,PCFG-LA model
P05-1010.12, EM-algorithm
P05-1010.13,parsing
P05-1010.14,PCFG-LA 
P05-1010.15,NP-hard
P05-1010.16,approximations
P05-1010.17,Penn WSJ corpus
P05-1010.18,model
P05-1010.19,performance 
P05-1010.20,sentences
P05-1010.21, words
P05-1010.22,unlexicalized PCFG parser 
P05-1010.23,manual feature selection
P05-1053.1,Extracting semantic relationships between entities
P05-1053.2,lexical, syntactic and semantic knowledge 
P05-1053.3,feature-based relation extraction
P05-1053.4, SVM
P05-1053.5,phrase chunking
P05-1053.6,relation extraction
P05-1053.7,performance improvement 
P05-1053.8,syntactic
P05-1053.9,full parsing 
P05-1053.10,full parse trees 
P05-1053.11,relation extraction
P05-1053.12,chunking
P05-1053.13,semantic information 
P05-1053.14,WordNet
P05-1053.15,Name List
P05-1053.16,feature-based relation extraction
P05-1053.17,performance
P05-1053.18,Evaluation
P05-1053.19,ACE corpus 
P05-1053.20,features
P05-1053.21,system 
P05-1053.22,systems
P05-1053.23,24 ACE relation subtypes 
P05-1053.24,tree kernel-based systems
P05-1053.25,F-measure
P05-1053.26,5 ACE relation types
P05-1076.1,system
P05-1076.2,acquiring adjectival subcategorization frames 
P05-1076.3,scfs
P05-1076.4,English 
P05-1076.5,corpus data
P05-1076.6,system
P05-1076.7,decision-tree classifier 
P05-1076.8,scf types
P05-1076.9,grammatical relations 
P05-1076.10,grs
P05-1076.11,output
P05-1076.12,statistical parser
P05-1076.13, pattern-matching language 
P05-1076.14,grs
P05-1076.15,frames
P05-1076.16,inheritance-based lexica
P05-1076.17,experiments 
P05-1076.18,system
P05-1076.19,scf types 
P05-1076.20,70% precision
P05-1076.21,66% recall rate
P05-1076.22,tool
P05-1076.23,linguistic annotation 
P05-1076.24,scfs
P05-1076.25,corpus data
P05-1076.26,training and test data 
P05-1076.27,subcategorization acquisition
I05-2013.1,tool
I05-2013.2,ILIMP
I05-2013.3,raw text
I05-2013.4,French
I05-2013.5,text
I05-2013.6,pronoun il 
I05-2013.7,[ANA]
I05-2013.8, anaphoric 
I05-2013.9,[IMP]
I05-2013.10,impersonal
I05-2013.11,expletive
I05-2013.12,tool
I05-2013.13,anaphoric occurrences of il
I05-2013.14,anaphora resolution system 
I05-2013.15,expletive occurrences
I05-2013.16,pronoun
I05-2013.17,precision rate 
I05-2013.18,ILIMP
I05-2013.19,errors
I05-2013.20,tasks
I05-2013.21, method 
I05-2013.22,ILIMP
I05-2013.23,ILIMP 
I05-2013.24,syntactic analysis system
E85-1037.1,Systemic grammar
E85-1037.2,AI text generation
E85-1037.3,implementations 
E85-1037.4,text generation 
E85-1037.5,AI problem solving techniques
E85-1037.6,systemic grammar
E85-1037.7,approach 
E85-1037.8,systemic grammar
E85-1037.9,problem solving
E85-1037.10,text generation
E85-1037.11,linguistic theory
E89-1016.1,critical discussion
E89-1016.2,approaches 
E89-1016.3,evaluation of Natural Language systems
E89-1016.4,approaches
E89-1016.5,systems 
E89-1016.6,task
E89-1016.7,data retrieval
E89-1016.8,approaches
E89-1016.9,laboratory study 
E89-1016.10,Wizard of Oz technique
E89-1016.11,NL requirements 
E89-1016.12,task
E89-1016.13,task dialogues 
E89-1016.14,technique
E89-1016.15,prototype Natural Language system
E89-1016.16,task
E89-1016.17,database access
E89-1016.18,contextual reference 
E89-1016.19,structure
E89-1016.20, information source
E89-1016.21, Natural Language systems
E93-1013.1,Semantic theories
E93-1013.2,natural language
E93-1013.3,meanings
E93-1013.4,utterances 
E93-1013.5,meanings
E93-1013.6,lexical items 
E93-1013.7,rules
E93-1013.8,meaning 
E93-1013.9,units
E93-1013.10,meanings
E93-1013.11,meanings
E93-1013.12,function composition
E93-1013.13, constituent structure trees 
E93-1013.14,semantic composition
E93-1013.15,functional structure 
E93-1013.16,LFG
E93-1013.17, syntactic information 
E93-1013.18,derivations
E93-1013.19, meaning 
E93-1013.20,cross-linguistically uniform format
E93-1013.21,approach
E93-1013.22,meanings 
E93-1013.23,function composition
E93-1013.24,compositional approaches
E93-1013.25,deductive approach 
E93-1013.26,meanings
E93-1013.27,reasoning with constraints
E93-1013.28, information 
E93-1013.29,functional structure
E93-1013.30, linear logic 
E93-1013.31,meanings
E93-1013.32,modification
E93-1013.33,LFG 
E93-1013.34,completeness
E93-1013.35, coherence
E95-1036.1,temporal anaphora
E95-1036.2,sentences 
E95-1036.3,quantification over events
E95-1036.4,Discourse Representation Theory
E95-1036.5,quantified sentences
E95-1036.6,temporal connective
E95-1036.7,truth-conditions
E95-1036.8,temporal connective 
E95-1036.9,subordinate clause
E95-1036.10,problem 
E95-1036.11, proportion problem 
E95-1036.12,Generalized Quantifier approach
E95-1036.13,reference time 
E95-1036.14, problem
E95-1036.15,DRT
E95-1036.16,solution
E95-1036.17,temporal anaphora phenomena 
E95-1036.18,quantified sentences
H89-2019.1,domain-independent means of evaluating Spoken Language Systems (SLS) 
H89-2019.2,software
H89-2019.3,Comparator
H89-2019.4,specifications
H89-2019.5,answer expressions 
H89-2019.6,Common Answer Specification
H89-2019.7, CAS
H89-2019.8,Comparator
H89-2019.9,SLS 
H89-2019.10,canonical answer
H89-2019.11,Common Answer Specification 
H89-2019.12,syntax
H89-2019.13,answer expressions
H89-2019.14,content
H89-2019.15,data
H89-2019.16,test corpora
H89-2019.17,procedures
H89-2019.18, Comparator
H89-2019.19,CAS
H89-2019.20,domains
H89-2019.21,Comparator software 
H89-2019.22,domain-independent
H89-2019.23,CAS approach
H93-1076.3,speech and text image processing
H93-1076.4,Xerox PARC 
H93-1076.5,recognition technology 
H93-1076.6,document-oriented applications
H93-1076.7,text processors
H93-1076.8,audio and scanned image data
H93-1076.9,speech and text-image recognition
H93-1076.10,documents with signal content
H93-1076.11,PARC
H93-1076.12,text-image editor
H93-1076.13,wordspotter
H93-1076.14,voice editing and indexing
H93-1076.15,decoding framework 
H93-1076.16,scanned-document content retrieval
H93-1076.17,signal-based document processing functionality
A97-1028.1,statistical profile
A97-1028.2,Named Entity task
A97-1028.3,information extraction task 
A97-1028.4,corpora
A97-1028.5,languages 
A97-1028.6,results
A97-1028.7, statistical analysis
A97-1028.8,algorithm
A97-1028.9,lower bound estimation 
A97-1028.10,Named Entity corpora
A97-1028.11,cross-lingual comparisons 
A97-1028.12,analysis
H05-1115.1,question-focused sentence retrieval
H05-1115.2,news articles 
H05-1115.3,multi-event stories published over time
H05-1115.4,Annotators 
H05-1115.5,questions
H05-1115.6,story 
H05-1115.7,corpus
H05-1115.8,stories
H05-1115.9,questions
H05-1115.10,Judges
H05-1115.11,sentences 
H05-1115.12,answer
H05-1115.13, question
H05-1115.14,sentence retrieval problem
H05-1115.15,stochastic, graph-based method 
H05-1115.16,textual units
H05-1115.17,generic summarization
H05-1115.18,method
H05-1115.19,baseline
H05-1115.20,similarity 
H05-1115.21,sentence
H05-1115.22,question 
H05-1115.23,IDF-weighted word overlap
H05-1115.24,method 
H05-1115.25,TRDR score
H05-1115.26,baseline
J89-4003.1,model
J89-4003.2,class of languages 
J89-4003.3,reduplication
J89-4003.4, context-free languages
J89-4003.5,model
J89-4003.6, pushdown automaton 
J89-4003.7,reduplication
J89-4003.8,stack 
J89-4003.9,class of languages
J89-4003.10,context-free languages
J89-4003.11,indexed languages
J89-4003.12,model
J89-4003.13,reduplications
J89-4003.14,natural languages
J89-4003.15,constructions 
J89-4003.16,formal models
I05-6010.1,quantifying noun groups 
I05-6010.2,German
I05-6010.3,corpus-based investigations
I05-6010.4,grammar sensu stricto 
I05-6010.5,treebank
I05-6010.6,annotation
I05-6010.7,tree-bank
I05-6010.8,stochastic parsers
I05-6010.9,tree-bank 
I05-6010.10,grammars
I05-6010.11, treebank
I05-6010.12,treebank
I05-6010.13,source of data 
I05-6010.14,theoretical linguistic investigations
I05-6010.15,corpus research
I05-6010.16,SILVA
I05-6010.17,parsing
I05-6010.18,extraction tool 
I05-6010.19,German text corpora
P83-1004.1,Metagrammatical formalisms
P83-1004.2,context-free phrase structure rules
P83-1004.3,metarules (MPS grammars) 
P83-1004.4,syntax 
P83-1004.5,natural languages
P83-1004.6,Unconstrained MPS grammars
P83-1004.7,computational tractability and explanatory adequacy
P83-1004.8,metagrammatical formalisms
P87-1022.1,formalization
P87-1022.2, centering approach 
P87-1022.3,attentional structure in discourse
P87-1022.4,algorithm
P87-1022.5,discourse context 
P87-1022.6,pronouns
P87-1022.7,centering attention on entities in the discourse 
P87-1022.8,intersentential transitional states of continuing, retaining and shifting
P87-1022.9,states
P87-1022.10,ambiguous pronouns
P87-1022.11,algorithm 
P87-1022.12,HPSG natural language system
P87-1022.13,database query application
P95-1013.1,compilation algorithm
P95-1013.2,HPSG 
P95-1013.3,lexicalized feature-based TAG
P95-1013.4,theories
P95-1013.5,HPSG
P95-1013.6,principle-based theory
P95-1013.7, phrase structures
P95-1013.8,TAG
P95-1013.9,lexicalized structures 
P95-1013.10,projection of structures 
P95-1013.11,lexicon
P95-1013.12,maximal projections
P95-1013.13,auxiliary trees
P95-1013.14,foot nodes
P97-1002.1,Boolean matrix multiplication (BMM)
P97-1002.2,CFG parsing
P97-1002.3,CFG parsers 
P97-1002.4,time O(|G||w|3-e)
P97-1002.5,grammar G 
P97-1002.6,string w
P97-1002.7,m x m Boolean matrices 
P97-1002.8,time O(m3-e/3)
P97-1002.9,formal definition 
P97-1002.10,parsing
P97-1002.11,CFG parsing
P97-1002.12,CFG parser
P97-1002.13,BMM algorithm
P97-1040.1,primitive Optimality Theory (OTP)
P97-1040.2,OT
P97-1040.3,OTP
P97-1040.4,class of autosegmental representations
P97-1040.5, universal generator Gen
P97-1040.6,permissible constraints
P97-1040.7,theories
P97-1040.8,Generalized Alignment
P97-1040.9,OTP
P97-1040.10,surface forms 
P97-1040.11,finite-state methods
P97-1040.12,methods
P97-1040.13,time exponential on the size of the grammar
P97-1040.14,generation problem 
P97-1040.15,NP-complete
P97-1040.16,Ellison's approach
P97-1040.17,grammar 
P97-1040.18, finite-state notion
P97-1040.19,factored automata
P97-1040.20,regular languages 
P97-1040.21,formal intersections of FSAs
P97-1072.1,resolving bridging definite descriptions
P97-1072.2,Wall Street Journal articles 
P97-1072.3,Penn Treebank Corpus
P97-1072.4,WordNet 
P97-1072.5,bridging descriptions
P97-1072.6,antecedents
P99-1058.1,hardware designs
P99-1058.2,model checking
P99-1058.3,circuit specifications
P99-1058.4,temporal logic CTL
P99-1058.5,Automatic conversion of English to CTL 
P99-1058.6,restricted subset 
P99-1058.7,English
P99-1058.8,semantic expressibility 
P99-1058.9,CTL
P99-1058.10,subsets
P99-1058.11,computational semantic analyses
P99-1058.12, English 
P99-1058.13,sentences 
P99-1058.14,subset
P99-1058.15,CTL translation
P05-1039.1,unlexicalized parser
P05-1039.2,German 
P05-1039.3,smoothing
P05-1039.4,suffix analysis 
P05-1039.5,labelled bracket F-score
P05-1039.6,NEGRA corpus
P05-1039.7,accuracy 
P05-1039.8,smoothing
P05-1039.9, unlexicalized parser 
P05-1039.10,smoothing
P05-1039.11,parsing 
P05-1058.1,alignment adaptation approach
P05-1058.2,domain-specific (in-domain) word alignment
P05-1058.3,alignment adaptation 
P05-1058.4,out-of-domain corpus
P05-1058.5, in-domain word alignment 
P05-1058.6,statistical word alignment models 
P05-1058.7,out-of-domain corpus
P05-1058.8,in-domain corpus 
P05-1058.9, domain-specific word alignment
P05-1058.10,domain-specific word alignment 
P05-1058.11,precision
P05-1058.12, recall
P05-1058.13,relative error rate reduction
P05-3001.1,dialogue system
P05-3001.2,modular architecture
P05-3001.3,understanding
P05-3001.4, generation
P05-3001.5,information-state model of reference
P05-3001.6,semantics
P05-3001.7,collaborative problem solving
E83-1021.1,interpretation
E83-1021.2, conceptual operations 
E83-1021.3,natural language (NL)
E83-1021.4,Structured Inheritance Network (SI-Nets) paradigm
E83-1021.5,functions
E83-1021.6,formal language
E83-1021.7, SI-Nets
E83-1021.8,SI-Nets
E83-1021.9,conceptual system
E83-1021.10,NL
E83-1021.11, KL-ONE 
E83-1021.12,epistemological level
E83-1021.13,KL-Conc
E83-1021.14, conceptual level
E83-1021.15,SI-Nets
E87-1043.1,verb forms
E87-1043.2,information 
E87-1043.3,event
E87-1043.4, sentence 
E87-1043.5,present
E87-1043.6,past
E87-1043.7,future 
E87-1043.8,deictic information
E87-1043.9, event 
E87-1043.10,sentence
E87-1043.11,aspectual information
E87-1043.12,verb form meanings
E87-1043.13,habituality
E87-1043.14, model-theoretic semantics
E91-1050.1,Unification
E91-1050.2,relations
E91-1050.3,representations 
E91-1050.4,feature structures
E91-1050.5,declarative formalism
E91-1050.6,mappings
E91-1050.7, feature structure 
E93-1025.1,ellipsis resolution
E93-1025.2,discourse copying algorithm 
E93-1025.3,identity-of-relations analyses
E93-1025.4,full NPs 
E93-1025.5,referential elements
E93-1025.6,role linking
E93-1025.7,predictions
E93-1025.8,ellipsis
E93-1025.9,discourse copying phenomena
E99-1023.1,sentences
E99-1023.2,chunks of words
E99-1023.3,parsing
E99-1023.4,information extraction 
E99-1023.5,information retrieval
E99-1023.6,data representation
E99-1023.7,chunking 
E99-1023.8,tagging task
E99-1023.9,data representations
E99-1023.10,noun phrase chunks
E99-1023.11,data representation choice 
E99-1023.12,chunking performance
E99-1023.13,data representation
E99-1023.14, memory-based learning chunker 
E99-1023.15,chunking results
E99-1023.16,standard data set
E95-1021.1,part-of-speech tagging
E95-1021.2,statistical and constraint-based disambiguation
E95-1021.3, French 
E95-1021.4,test language
E95-1021.5,constraint system
E95-1021.6,statistical model
E95-1021.7,accuracy 
E95-1021.8,statistical method
E95-1021.9,taggers 
E95-1021.10,English
E95-1021.11,constraint-based tagger 
E95-1021.12,rule development
E99-1015.1,automatic abstracting systems
E99-1015.2,training resources
E99-1015.3,annotation scheme
E99-1015.4,resource
E99-1015.5,scheme 
E99-1015.6,rhetorical moves
E99-1015.7, argumentation
E99-1015.8,scheme
H91-1067.1,tagged text corpus
H91-1067.2,subcategorization frames
H91-1067.3,verb 
H91-1067.4,occurrences 
H91-1067.5,verb
H91-1067.6,training corpus
H91-1067.7,False positive rates 
